frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,139312.263907,40879.000000,1146.740162
4,499118.800871,199406.000000,389.696035
8,244685.768242,85337.000000,225.623580
16,707541.816296,289555.000000,536.543568
32,205219.472529,108567.000000,798.162264
64,442996.346006,209206.000000,1926.505126
128,550532.412734,267966.000000,1112.538539
256,416717.597679,230445.000000,6600.909104
512,507450.783199,205428.000000,8502.718389
1024,528322.999730,189861.000000,43973.461349
2048,467649.611049,285095.000000,54916.171671
4096,1375661.217241,267428.000000,400416.604962
8192,362625.952861,114902.000000,135995.234718
16384,514004.169725,258255.000000,404464.654259
32768,1834934.167117,209222.000000,1430392.710639
65536,1301702.887578,105035.000000,1241960.659137
