frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,486586.828073,223472.000000,2374.092879
4,220395.039493,95157.000000,116.056021
8,405059.278837,238585.000000,975.222026
16,803283.071382,289632.000000,1399.176901
32,375212.346710,219738.000000,18767.280917
64,553756.385315,259219.000000,1195.249346
128,578299.682968,250125.000000,1801.318128
256,908139.446062,248057.000000,1569.136705
512,525757.151990,218105.000000,22682.426832
1024,579554.571875,214517.000000,30763.666947
2048,1026718.907030,254908.000000,252466.520988
4096,746311.869848,232005.000000,274405.546651
8192,498510.415453,163211.000000,115875.629319
16384,1522101.047229,212329.000000,764359.129701
32768,522098.866106,92170.000000,511147.994206
65536,112267.304942,28824.000000,0.000000
