frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,458582.372557,241053.000000,70.071392
4,390883.375163,230691.000000,226.973567
8,469366.403557,223850.000000,379.211023
16,297493.785812,156108.000000,1501.689382
32,491504.310395,260110.000000,466.529742
64,564257.626888,242684.000000,790.771775
128,462212.660803,218820.000000,836.597872
256,582900.041233,283208.000000,81542.940240
512,517215.260669,283326.000000,46667.265562
1024,350965.121075,257836.000000,35538.880638
2048,208497.345156,55983.000000,36384.995039
4096,1234626.058756,253034.000000,667121.141203
8192,322262.399600,116974.000000,53733.704925
16384,850954.657233,212554.000000,501453.726212
32768,490040.999138,111825.000000,320653.568569
65536,660555.279039,268897.000000,557997.487212
