frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,164742.436069,77585.000000,347.470862
4,118612.259720,46429.000000,168.585290
8,113312.779120,30487.000000,215.048832
16,264899.218117,120641.000000,3820.766677
32,225663.285853,158493.000000,258.617478
64,357263.150799,201058.000000,443.504228
128,299958.326844,137846.000000,6281.030807
256,664192.720748,236778.000000,1249.978800
512,470721.447949,206974.000000,105310.341097
1024,544556.862485,281211.000000,23818.815987
2048,680280.641096,260478.000000,142712.909416
4096,322420.622631,111643.000000,112576.883928
8192,610032.689072,272353.000000,247045.905157
16384,1786469.162264,206906.000000,348651.688658
32768,657166.642953,207140.000000,253664.478240
65536,283640.437916,73655.000000,0.000000
