frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,157717.228533,38430.000000,326.012270
4,191931.319630,28583.000000,320.009375
8,212580.540473,102421.000000,128.930214
16,407223.387494,214346.000000,1290.257339
32,126327.104119,42087.000000,14500.980036
64,797574.876076,160214.000000,1390.029136
128,338097.059112,193110.000000,555.059456
256,434103.334410,272032.000000,48035.230144
512,181177.374813,75465.000000,14004.693285
1024,270734.531861,94175.000000,5968.464794
2048,517532.442031,110745.000000,13044.702986
4096,293526.211804,190545.000000,56840.253685
8192,114818.111254,30239.000000,42967.590693
16384,1052878.158328,111639.000000,47687.305397
32768,505298.838288,192695.000000,97574.000241
65536,1182126.709270,218476.000000,0.000000
