frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,187197.057995,37916.000000,221.713779
4,215741.927668,66209.000000,123.507085
8,90908.153754,23587.000000,27.459060
16,106772.415867,22779.000000,486.078183
32,166670.153606,138223.000000,479.565428
64,568535.747358,114016.000000,538.069698
128,318810.978310,109559.000000,4307.374955
256,150914.034125,54461.000000,5742.061215
512,475915.666538,89048.000000,5883.401312
1024,119414.925240,26517.000000,9378.779452
2048,110056.648114,37344.000000,8885.630197
4096,248258.802501,134346.000000,16112.807949
8192,327629.317188,95780.000000,168473.343135
16384,343923.142669,99628.000000,231200.972416
32768,295472.671115,89261.000000,111192.300376
65536,233520.366253,123786.000000,218716.045694
