frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,5993163.552577,208703.000000,33.852622
4,533730.777775,81538.000000,9112.783329
8,84853.901224,18039.000000,546.371668
16,13335280.897305,341719.000000,359506.231319
32,619900.781102,267226.000000,913.383271
64,256668.691458,98873.000000,993.030715
128,2173659.800838,223551.000000,2104.336950
256,172031.684494,44076.000000,2072.240816
512,1220742.800048,108789.000000,206899.506036
1024,1347272.436609,171767.000000,74405.413855
2048,585287.941813,175864.000000,164997.171142
4096,1722119.473699,128049.000000,5685.172029
8192,190977.085639,99147.000000,153353.680980
16384,2026567.759256,204794.000000,290062.211758
32768,130124.922532,30775.000000,46988.033955
65536,611402.156695,255829.000000,223479.434052
