frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,502021.957604,201730.000000,694.404781
4,355231.695611,202922.000000,92.206290
8,192223.009133,86878.000000,187.659266
16,519233.723481,295673.000000,1591.006285
32,537300.076866,260470.000000,1180.170750
64,717690.809012,283899.000000,2229.535826
128,694709.517590,267912.000000,5148.352552
256,678834.243611,258251.000000,6910.026049
512,383888.597516,143591.000000,8932.628113
1024,541346.447382,199546.000000,106994.682181
2048,393248.256135,205348.000000,141302.588911
4096,1212835.173044,291715.000000,260551.160126
8192,893670.202203,267405.000000,625338.378123
16384,595662.351026,216190.000000,54643.309984
32768,1084090.587878,238315.000000,771803.263436
65536,698135.313802,264267.000000,561819.129594
