frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,577052.824510,123985.000000,220.843836
4,356510.215251,110005.000000,438.422171
8,248506.876690,75806.000000,126.301227
16,600312.167034,182907.000000,467.723209
32,378807.364448,148582.000000,7214.689390
64,836304.717354,212805.000000,5465.531264
128,303047.895455,127318.000000,590.688581
256,213197.714155,94221.000000,1129.976548
512,233475.360092,58484.000000,988.738085
1024,225782.170166,86641.000000,25032.737984
2048,249913.219758,89291.000000,47098.958163
4096,324890.638417,123598.000000,55342.668674
8192,538777.960652,264604.000000,373689.687538
16384,296441.612155,116581.000000,231968.910350
32768,684924.274281,105726.000000,191802.522588
65536,625422.045482,102789.000000,0.000000
