frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,423114.242492,291870.000000,6428.309731
4,510574.862811,124691.000000,163.948163
8,261098.084725,52164.000000,84.000000
16,398957.612925,280923.000000,307.262103
32,546443.078453,257428.000000,455.487651
64,258881.090822,128531.000000,1283.798271
128,391163.352152,202809.000000,3086.138688
256,526536.281782,257265.000000,2417.743990
512,300558.420258,143091.000000,6533.621737
1024,663419.217693,253102.000000,16310.637940
2048,284077.959553,97728.000000,31482.512082
4096,287810.012402,180198.000000,58957.560236
8192,416627.410800,263146.000000,84348.048922
16384,660732.064580,162828.000000,222966.425345
32768,275242.985051,105722.000000,190740.578643
65536,238985.210237,61103.000000,154251.739478
