frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,322251.374169,156667.000000,212.150890
4,273858.273786,159404.000000,131.381125
8,442207.525119,172550.000000,1049.772356
16,504867.573197,250614.000000,353.951974
32,703006.204305,298858.000000,26170.164520
64,308531.266809,200595.000000,1271.116832
128,554660.848226,191445.000000,1736.633237
256,384238.837134,230215.000000,23748.576336
512,945395.129361,276572.000000,31466.179463
1024,596569.108189,180957.000000,3808.408066
2048,610821.764232,135857.000000,12287.433011
4096,1419331.357213,293149.000000,177620.337833
8192,398884.449790,217889.000000,172100.237504
16384,717963.016777,264323.000000,93401.620998
32768,535233.586569,105654.000000,339002.285479
65536,3282948.586454,255046.000000,2639140.398981
