frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,168066.179492,50328.000000,1629.257500
4,347669.566196,118025.000000,287.351701
8,196597.723331,117274.000000,100.424101
16,206568.049635,74355.000000,422.706754
32,151616.851323,38859.000000,1145.663127
64,436803.594372,117558.000000,2099.026917
128,197102.588727,86252.000000,6403.814410
256,301667.497517,227274.000000,9426.741590
512,354055.515862,264721.000000,32819.488174
1024,251991.825816,149382.000000,12246.336105
2048,566503.542989,268429.000000,41699.689219
4096,259611.474484,129601.000000,48954.058790
8192,98542.584627,21671.000000,66948.971194
16384,719273.444239,267731.000000,439696.224070
32768,490244.869442,154548.000000,330709.958046
65536,730000.202232,266460.000000,715679.900921
