frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,290658.622072,162450.000000,346.392841
4,365842.160386,90445.000000,706.054530
8,123392.499971,51016.000000,92.471617
16,257329.679268,82404.000000,126.380378
32,245173.755019,96369.000000,363.253355
64,295070.839247,155645.000000,1432.626609
128,436914.213666,204150.000000,1104.040307
256,216839.557387,90288.000000,1515.129367
512,454060.548473,150636.000000,86803.410434
1024,434425.317760,178398.000000,19386.511780
2048,139649.350636,46831.000000,6677.932764
4096,220352.363947,70915.000000,136523.407817
8192,194242.133776,79781.000000,34118.338090
16384,829567.244685,213417.000000,441188.535826
32768,1073787.875763,211415.000000,956166.584403
65536,741843.476202,233622.000000,213695.625269
