frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,219427.095248,100103.000000,108.060168
4,540038.397947,285622.000000,388.446908
8,311582.056171,139053.000000,318.190195
16,591868.521717,294302.000000,369.115158
32,299336.454041,225481.000000,209.568605
64,187728.285194,43805.000000,3146.316735
128,802992.451405,256440.000000,31892.988367
256,290373.710909,199871.000000,3181.138475
512,358332.284165,154216.000000,19068.767265
1024,446761.167572,210879.000000,10724.187522
2048,616528.523050,294151.000000,28044.106511
4096,523150.685557,254275.000000,34659.922245
8192,254634.846139,127571.000000,49100.972638
16384,705961.607834,240346.000000,440547.161036
32768,264412.839493,87354.000000,151903.243385
65536,289171.644089,100676.000000,284946.090091
