frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,111761.357172,55377.000000,95.900991
4,478173.326461,299983.000000,23275.574064
8,137126.012529,84528.000000,281.401848
16,246559.439864,145797.000000,976.057375
32,366623.385089,202442.000000,1153.038161
64,463518.032799,236924.000000,676.872957
128,791288.712570,288417.000000,5251.404669
256,860269.151023,269554.000000,6395.861865
512,282715.544387,113484.000000,6881.898721
1024,589734.540252,268639.000000,40534.559724
2048,589044.276748,190640.000000,154673.410721
4096,584827.565433,271108.000000,85544.677111
8192,561345.948364,225006.000000,57058.426599
16384,656864.209933,235483.000000,291413.938632
32768,799809.707730,237918.000000,632657.949299
65536,869089.953570,269809.000000,771217.798399
