frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,137445.852989,39993.000000,51.613952
4,279041.844798,85166.000000,4305.434821
8,182292.850751,74292.000000,2824.280970
16,392764.066453,226525.000000,75.226325
32,232629.442874,114220.000000,1278.980062
64,790088.458027,127302.000000,1159.940085
128,142248.738061,64069.000000,1513.728840
256,411225.709537,176094.000000,1531.881196
512,337953.566725,263502.000000,81473.919447
1024,196920.861701,70572.000000,11504.624853
2048,542247.544347,241309.000000,157258.490162
4096,929350.648162,160554.000000,380907.529873
8192,385281.717502,164668.000000,41204.736851
16384,1010152.497873,128564.000000,25671.851764
32768,536351.843647,183984.000000,220582.983013
65536,591502.992843,178862.000000,456264.941137
