frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,459160.651390,263620.000000,80.962954
4,471865.068522,240808.000000,241.402154
8,90723.418112,28321.000000,1531.455190
16,555325.182071,282753.000000,2789.307262
32,384896.010793,282097.000000,146.000000
64,527302.852254,261807.000000,158575.168081
128,636247.080358,278768.000000,1801.690872
256,334336.660853,160428.000000,5429.222965
512,560928.534424,253557.000000,4194.680679
1024,736290.578222,264500.000000,47605.942402
2048,536452.145787,155888.000000,78638.977537
4096,1100942.226215,292965.000000,94666.737986
8192,542785.669665,189559.000000,324730.763050
16384,224201.244530,114802.000000,54491.497933
32768,723927.190686,189966.000000,643235.761385
65536,3424528.779506,275490.000000,2915338.865386
