frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,283563.290579,141812.000000,422.629862
4,170228.034463,70842.000000,4621.548117
8,306436.832401,139880.000000,150.219839
16,228151.049941,189464.000000,155.383397
32,342246.688532,165991.000000,417.326012
64,338035.004523,246572.000000,363.363454
128,172768.250833,62023.000000,2524.764543
256,247348.926521,139997.000000,12280.950533
512,709011.308985,277040.000000,7763.516471
1024,249816.832349,75776.000000,7229.631111
2048,283655.480816,183878.000000,18272.059627
4096,399486.835431,70139.000000,137558.258185
8192,251089.894886,104221.000000,134410.553414
16384,602346.624252,139190.000000,129739.355852
32768,941534.632642,271997.000000,822853.487910
65536,448991.404220,77747.000000,440963.915253
