frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
32768,265360.559701,265360.559701,265360.559701,265360.559701,265360.559701,265360.559701,6974.000000,6974.000000,6974.000000,6974.000000,6974.000000,6974.000000
65536,119905.364676,119905.364676,119905.364676,119905.364676,119905.364676,119905.364676,4871.000000,4871.000000,4871.000000,4871.000000,4871.000000,4871.000000
8,343253.393351,343253.393351,343253.393351,343253.393351,343253.393351,343253.393351,6299.000000,6299.000000,6299.000000,6299.000000,6299.000000,6299.000000
2,817471.141762,817471.141762,817471.141762,817471.141762,817471.141762,817471.141762,12453.000000,12453.000000,12453.000000,12453.000000,12453.000000,12453.000000
2048,553490.045186,553490.045186,553490.045186,553490.045186,553490.045186,553490.045186,10023.000000,10023.000000,10023.000000,10023.000000,10023.000000,10023.000000
16384,1154823.083263,1154823.083263,1154823.083263,1154823.083263,1154823.083263,1154823.083263,20733.000000,20733.000000,20733.000000,20733.000000,20733.000000,20733.000000
4,811556.012781,811556.012781,811556.012781,811556.012781,811556.012781,811556.012781,13984.000000,13984.000000,13984.000000,13984.000000,13984.000000,13984.000000
4096,1047485.262382,1047485.262382,1047485.262382,1047485.262382,1047485.262382,1047485.262382,22007.000000,22007.000000,22007.000000,22007.000000,22007.000000,22007.000000
64,935502.821371,935502.821371,935502.821371,935502.821371,935502.821371,935502.821371,17051.000000,17051.000000,17051.000000,17051.000000,17051.000000,17051.000000
16,822953.759256,822953.759256,822953.759256,822953.759256,822953.759256,822953.759256,12369.000000,12369.000000,12369.000000,12369.000000,12369.000000,12369.000000
128,1238587.486553,1238587.486553,1238587.486553,1238587.486553,1238587.486553,1238587.486553,21635.000000,21635.000000,21635.000000,21635.000000,21635.000000,21635.000000
256,1353465.053374,1353465.053374,1353465.053374,1353465.053374,1353465.053374,1353465.053374,20557.000000,20557.000000,20557.000000,20557.000000,20557.000000,20557.000000
32,882238.620868,882238.620868,882238.620868,882238.620868,882238.620868,882238.620868,15495.000000,15495.000000,15495.000000,15495.000000,15495.000000,15495.000000
1024,1346942.913866,1346942.913866,1346942.913866,1346942.913866,1346942.913866,1346942.913866,23746.000000,23746.000000,23746.000000,23746.000000,23746.000000,23746.000000
512,1149157.529672,1149157.529672,1149157.529672,1149157.529672,1149157.529672,1149157.529672,17953.000000,17953.000000,17953.000000,17953.000000,17953.000000,17953.000000
8192,1133082.080115,1133082.080115,1133082.080115,1133082.080115,1133082.080115,1133082.080115,19062.000000,19062.000000,19062.000000,19062.000000,19062.000000,19062.000000
