frequency,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
16384,467222.062391,467222.062391,467222.062391,467222.062391,467222.062391,467222.062391,9474.000000,9474.000000,9474.000000,9474.000000,9474.000000,9474.000000
2048,1773543.240643,1773543.240643,1773543.240643,1773543.240643,1773543.240643,1773543.240643,31022.000000,31022.000000,31022.000000,31022.000000,31022.000000,31022.000000
2,392466.277792,392466.277792,392466.277792,392466.277792,392466.277792,392466.277792,8428.000000,8428.000000,8428.000000,8428.000000,8428.000000,8428.000000
4,718995.945182,718995.945182,718995.945182,718995.945182,718995.945182,718995.945182,13291.000000,13291.000000,13291.000000,13291.000000,13291.000000,13291.000000
256,1014709.066348,1014709.066348,1014709.066348,1014709.066348,1014709.066348,1014709.066348,20162.000000,20162.000000,20162.000000,20162.000000,20162.000000,20162.000000
1024,824010.883069,824010.883069,824010.883069,824010.883069,824010.883069,824010.883069,13797.000000,13797.000000,13797.000000,13797.000000,13797.000000,13797.000000
8,442531.329555,442531.329555,442531.329555,442531.329555,442531.329555,442531.329555,9044.000000,9044.000000,9044.000000,9044.000000,9044.000000,9044.000000
4096,1406127.060234,1406127.060234,1406127.060234,1406127.060234,1406127.060234,1406127.060234,26349.000000,26349.000000,26349.000000,26349.000000,26349.000000,26349.000000
32768,1686142.781800,1686142.781800,1686142.781800,1686142.781800,1686142.781800,1686142.781800,29081.000000,29081.000000,29081.000000,29081.000000,29081.000000,29081.000000
16,827402.681462,827402.681462,827402.681462,827402.681462,827402.681462,827402.681462,13546.000000,13546.000000,13546.000000,13546.000000,13546.000000,13546.000000
65536,1331909.463949,1331909.463949,1331909.463949,1331909.463949,1331909.463949,1331909.463949,24621.000000,24621.000000,24621.000000,24621.000000,24621.000000,24621.000000
512,1103771.947539,1103771.947539,1103771.947539,1103771.947539,1103771.947539,1103771.947539,17485.000000,17485.000000,17485.000000,17485.000000,17485.000000,17485.000000
32,783223.805976,783223.805976,783223.805976,783223.805976,783223.805976,783223.805976,13222.000000,13222.000000,13222.000000,13222.000000,13222.000000,13222.000000
128,1486832.724518,1486832.724518,1486832.724518,1486832.724518,1486832.724518,1486832.724518,23228.000000,23228.000000,23228.000000,23228.000000,23228.000000,23228.000000
8192,1457001.189633,1457001.189633,1457001.189633,1457001.189633,1457001.189633,1457001.189633,25427.000000,25427.000000,25427.000000,25427.000000,25427.000000,25427.000000
64,784853.192043,784853.192043,784853.192043,784853.192043,784853.192043,784853.192043,15076.000000,15076.000000,15076.000000,15076.000000,15076.000000,15076.000000
