frequency,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
8,441188.086822,441188.086822,441188.086822,441188.086822,441188.086822,441188.086822,9475.000000,9475.000000,9475.000000,9475.000000,9475.000000,9475.000000
256,952879.252481,952879.252481,952879.252481,952879.252481,952879.252481,952879.252481,15677.000000,15677.000000,15677.000000,15677.000000,15677.000000,15677.000000
128,873632.912205,873632.912205,873632.912205,873632.912205,873632.912205,873632.912205,15402.000000,15402.000000,15402.000000,15402.000000,15402.000000,15402.000000
32,997688.255243,997688.255243,997688.255243,997688.255243,997688.255243,997688.255243,16617.000000,16617.000000,16617.000000,16617.000000,16617.000000,16617.000000
2,617001.669439,617001.669439,617001.669439,617001.669439,617001.669439,617001.669439,10324.000000,10324.000000,10324.000000,10324.000000,10324.000000,10324.000000
4,192146.373731,192146.373731,192146.373731,192146.373731,192146.373731,192146.373731,4462.000000,4462.000000,4462.000000,4462.000000,4462.000000,4462.000000
32768,275080.986860,275080.986860,275080.986860,275080.986860,275080.986860,275080.986860,7631.000000,7631.000000,7631.000000,7631.000000,7631.000000,7631.000000
512,793933.237844,793933.237844,793933.237844,793933.237844,793933.237844,793933.237844,14401.000000,14401.000000,14401.000000,14401.000000,14401.000000,14401.000000
16,205208.906247,205208.906247,205208.906247,205208.906247,205208.906247,205208.906247,5091.000000,5091.000000,5091.000000,5091.000000,5091.000000,5091.000000
1024,812184.013319,812184.013319,812184.013319,812184.013319,812184.013319,812184.013319,17782.000000,17782.000000,17782.000000,17782.000000,17782.000000,17782.000000
64,897388.053000,897388.053000,897388.053000,897388.053000,897388.053000,897388.053000,15439.000000,15439.000000,15439.000000,15439.000000,15439.000000,15439.000000
65536,2306390.193099,2306390.193099,2306390.193099,2306390.193099,2306390.193099,2306390.193099,35853.000000,35853.000000,35853.000000,35853.000000,35853.000000,35853.000000
4096,1482328.309328,1482328.309328,1482328.309328,1482328.309328,1482328.309328,1482328.309328,28222.000000,28222.000000,28222.000000,28222.000000,28222.000000,28222.000000
16384,1618574.975477,1618574.975477,1618574.975477,1618574.975477,1618574.975477,1618574.975477,23756.000000,23756.000000,23756.000000,23756.000000,23756.000000,23756.000000
2048,1636709.820978,1636709.820978,1636709.820978,1636709.820978,1636709.820978,1636709.820978,24769.000000,24769.000000,24769.000000,24769.000000,24769.000000,24769.000000
8192,1397291.176967,1397291.176967,1397291.176967,1397291.176967,1397291.176967,1397291.176967,25752.000000,25752.000000,25752.000000,25752.000000,25752.000000,25752.000000
