frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
8,286976.456205,286976.456205,286976.456205,286976.456205,286976.456205,286976.456205,5748.000000,5748.000000,5748.000000,5748.000000,5748.000000,5748.000000
2,270196.077240,270196.077240,270196.077240,270196.077240,270196.077240,270196.077240,5352.000000,5352.000000,5352.000000,5352.000000,5352.000000,5352.000000
4,558074.087985,558074.087985,558074.087985,558074.087985,558074.087985,558074.087985,9499.000000,9499.000000,9499.000000,9499.000000,9499.000000,9499.000000
128,697952.561041,697952.561041,697952.561041,697952.561041,697952.561041,697952.561041,13139.000000,13139.000000,13139.000000,13139.000000,13139.000000,13139.000000
2048,556838.349928,556838.349928,556838.349928,556838.349928,556838.349928,556838.349928,8872.000000,8872.000000,8872.000000,8872.000000,8872.000000,8872.000000
4096,1276721.578370,1276721.578370,1276721.578370,1276721.578370,1276721.578370,1276721.578370,19395.000000,19395.000000,19395.000000,19395.000000,19395.000000,19395.000000
1024,1251770.466031,1251770.466031,1251770.466031,1251770.466031,1251770.466031,1251770.466031,23924.000000,23924.000000,23924.000000,23924.000000,23924.000000,23924.000000
32,698562.942261,698562.942261,698562.942261,698562.942261,698562.942261,698562.942261,12500.000000,12500.000000,12500.000000,12500.000000,12500.000000,12500.000000
16,1039436.571024,1039436.571024,1039436.571024,1039436.571024,1039436.571024,1039436.571024,16395.000000,16395.000000,16395.000000,16395.000000,16395.000000,16395.000000
64,872766.501907,872766.501907,872766.501907,872766.501907,872766.501907,872766.501907,14294.000000,14294.000000,14294.000000,14294.000000,14294.000000,14294.000000
16384,1302728.741370,1302728.741370,1302728.741370,1302728.741370,1302728.741370,1302728.741370,25286.000000,25286.000000,25286.000000,25286.000000,25286.000000,25286.000000
8192,1221451.885225,1221451.885225,1221451.885225,1221451.885225,1221451.885225,1221451.885225,21816.000000,21816.000000,21816.000000,21816.000000,21816.000000,21816.000000
512,1509145.540480,1509145.540480,1509145.540480,1509145.540480,1509145.540480,1509145.540480,24348.000000,24348.000000,24348.000000,24348.000000,24348.000000,24348.000000
256,1233784.793620,1233784.793620,1233784.793620,1233784.793620,1233784.793620,1233784.793620,18790.000000,18790.000000,18790.000000,18790.000000,18790.000000,18790.000000
65536,1289360.102048,1289360.102048,1289360.102048,1289360.102048,1289360.102048,1289360.102048,20207.000000,20207.000000,20207.000000,20207.000000,20207.000000,20207.000000
32768,3046130.443424,3046130.443424,3046130.443424,3046130.443424,3046130.443424,3046130.443424,45582.000000,45582.000000,45582.000000,45582.000000,45582.000000,45582.000000
