arrival_rate,bp_parameter,c,RMLF_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/SETF_L2_Norm,RDYNAMIC_L2_Norm/RR_L2_Norm,RDYNAMIC_L2_Norm/RMLF_L2_Norm
20,"{'L': 16.772, 'H': 64}",64,2.1125855721460987,1.0013592199311385,0.42977390643508906,0.3234471420363151,0.47399699833881487
20,"{'L': 7.918, 'H': 512}",64,1.1239514805811344,1.0014989105398082,0.820355090632358,0.23516886821892313,0.8910517294056035
20,"{'L': 5.649, 'H': 4096}",64,0.37686694650945857,0.3934064969535522,0.9663884665473398,0.12991687338344252,1.0438869754890496
20,"{'L': 4.639, 'H': 32768}",64,0.3522470233605876,0.3700757806422717,1.0146236387649898,0.0698501764894571,1.0506143589563657
20,"{'L': 4.073, 'H': 262144}",64,0.1844857708836228,0.19469362488851266,0.938750749114557,0.05336688534374936,1.055331389277329
22,"{'L': 16.772, 'H': 64}",64,2.429312601005382,1.0023392540133387,0.3732359229493885,0.25667222070660073,0.4126020066740345
22,"{'L': 7.918, 'H': 512}",64,1.0634313187251567,0.9877524434376621,0.833497021587764,0.20017403860693997,0.9288352017145606
22,"{'L': 5.649, 'H': 4096}",64,0.36612576611722003,0.3813345849332977,0.9682803532031679,0.11281352046210592,1.041539875702734
22,"{'L': 4.639, 'H': 32768}",64,0.19882450168150442,0.21490391549206056,0.9672422894221303,0.05299067765374341,1.080872395879627
22,"{'L': 4.073, 'H': 262144}",64,0.10691413534812685,0.11664887233188181,0.6537449822207717,0.04051309400735231,1.0910519170552833
24,"{'L': 16.772, 'H': 64}",64,2.982771135594116,1.0021124318856107,0.315605595300402,0.19512607052054104,0.3359669201324786
24,"{'L': 7.918, 'H': 512}",64,1.284355588143089,1.0410765816805956,0.7407370221451662,0.11289986688690326,0.8105828255754123
24,"{'L': 5.649, 'H': 4096}",64,0.6145020112683516,0.6010225496312206,0.9977613658107026,0.06477372742959649,0.9780644141272883
24,"{'L': 4.639, 'H': 32768}",64,0.27222946615920296,0.24179109979789287,0.8834943156080126,0.020437462173643332,0.8881885683032219
