frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,954126.882718,26731.000000,16912.002395
4,800289.255359,21313.000000,3270.058409
8,1189865.324744,40240.000000,1901.983701
16,1095218.038662,28576.000000,34319.648119
32,1223746.277457,43023.000000,71609.365414
64,2330081.752543,69599.000000,123871.821957
128,1440587.379417,43359.000000,18146.377269
256,2626688.433668,76472.000000,115470.671164
512,1372901.779286,47518.000000,24574.411204
1024,1996154.042323,58978.000000,92080.124348
2048,2280765.268719,70726.000000,120972.580149
4096,3725319.167098,104047.000000,988135.658090
8192,2084201.926994,61498.000000,583073.830262
16384,1459795.920068,34924.000000,281745.808143
32768,4202482.307182,103520.000000,1976564.756973
65536,2126089.311478,71576.000000,2126039.539035
