frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,213192.372035,8253.000000,6741.985761
4,756689.084837,23043.000000,13664.677786
8,409334.731817,12809.000000,20742.672538
16,545332.116828,16547.000000,9480.089978
32,749880.072174,24206.000000,1716.171029
64,2081675.770300,63321.000000,22128.750304
128,1933329.892982,64548.000000,175058.942062
256,806016.708051,37214.000000,15565.224252
512,1660596.556968,52418.000000,67297.033761
1024,608933.302696,28698.000000,107901.810101
2048,1813557.424178,62509.000000,175764.038293
4096,2916536.415257,105509.000000,824629.146896
8192,3094982.233441,78074.000000,860591.806971
16384,2436294.662097,71409.000000,1374705.001813
32768,988747.082948,37775.000000,621318.265298
65536,7538974.241344,160237.000000,6829834.180982
