frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,643832.915388,29230.000000,9395.386208
4,701064.146775,30288.000000,4459.691918
8,1152953.997522,42638.000000,41425.744049
16,1415052.228946,58007.000000,30138.764872
32,1586670.990539,61754.000000,87160.601082
64,1578631.693813,53960.000000,110174.123741
128,2100446.406008,69054.000000,130521.707382
256,1692196.291289,76114.000000,186366.302077
512,1839207.553681,66985.000000,319182.296357
1024,2634280.690195,99705.000000,582920.767409
2048,2228332.532121,75174.000000,62227.005496
4096,1084288.341913,57708.000000,266891.071072
8192,905859.350395,44847.000000,513572.098170
16384,3880929.589668,130436.000000,1889039.146515
32768,2886170.071954,99619.000000,1584390.543546
65536,2621364.046630,117790.000000,1732226.482985
