frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,770502.124425,29816.000000,26906.289915
4,514287.742507,17357.000000,4957.906413
8,1185348.005348,41199.000000,45978.278274
16,1561398.427655,61882.000000,66084.709956
32,1634647.747595,64186.000000,43090.473808
64,2093507.451210,75658.000000,64654.825388
128,1961534.487518,62509.000000,94347.339274
256,1790215.747359,57684.000000,196585.625957
512,2027340.959615,74864.000000,241338.104608
1024,1955726.259612,68206.000000,217727.260491
2048,3330442.592774,121129.000000,814142.829136
4096,3537664.675475,114361.000000,640776.089140
8192,1487118.805463,61413.000000,716731.924954
16384,2398816.531294,85595.000000,754825.208169
32768,4645407.179119,131483.000000,2067841.138535
65536,3707247.002125,127834.000000,2666871.221699
