frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1180456.636446,33043.000000,1470.000000
4,914913.639374,40055.000000,1004.044820
8,1321261.190340,47120.000000,27764.009058
16,863621.489698,31606.000000,30316.633586
32,1687679.701726,42643.000000,68977.341591
64,1541265.694485,47250.000000,32519.019988
128,1922343.045078,60518.000000,210983.800895
256,1793889.798516,60815.000000,72696.783175
512,1664464.299532,50858.000000,185819.936089
1024,1833000.661545,51186.000000,161072.367438
2048,1865323.084237,56395.000000,324501.061550
4096,2326816.589856,61488.000000,788645.819915
8192,876360.250107,38149.000000,121790.540289
16384,768619.365258,24231.000000,277199.838892
32768,1113990.390538,40911.000000,0.000000
65536,178834.703061,5679.000000,0.000000
