frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,630791.385491,23817.000000,6730.392633
4,897875.426962,37281.000000,132.249764
8,926148.987980,38897.000000,1209.903715
16,1510909.452893,51398.000000,55934.854921
32,1741706.338306,65604.000000,93039.614832
64,1849679.086245,63550.000000,18978.604980
128,1949843.120997,73677.000000,36896.696316
256,2291840.710638,76894.000000,15591.920728
512,2211134.612312,80517.000000,191125.983255
1024,1483945.774253,56016.000000,317267.726703
2048,1941771.480217,63218.000000,540215.744525
4096,2575939.545739,87645.000000,115124.074203
8192,3142171.310219,110165.000000,392681.444698
16384,4177507.411564,109382.000000,2205925.858883
32768,948984.517405,33306.000000,342106.519681
65536,2517694.562762,94439.000000,2266282.030012
