frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,803353.012887,23555.000000,13641.253058
4,1229611.525126,41939.000000,10151.149689
8,1174549.219900,39426.000000,14444.506326
16,1253279.636905,42194.000000,15914.116815
32,1577418.246650,52436.000000,31555.208809
64,2081325.809269,79536.000000,89485.965995
128,1837754.520373,66578.000000,74798.019513
256,1754303.023981,58142.000000,95102.552169
512,2413795.103091,74602.000000,274713.163343
1024,1688381.347498,58633.000000,360614.974395
2048,1709113.875778,56196.000000,305265.444088
4096,2003850.114277,80098.000000,727561.703871
8192,1768570.312011,56820.000000,331150.903093
16384,1655441.050677,51689.000000,206780.484558
32768,1045217.449212,41746.000000,741176.188148
65536,3204846.867295,112516.000000,3198519.002581
