frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1187238.572260,38571.000000,47042.595528
4,694105.348310,20715.000000,8600.977154
8,1158661.989459,37556.000000,3280.786948
16,1333991.468942,40028.000000,20624.300400
32,1256206.849881,35403.000000,23465.853916
64,1721737.490149,55610.000000,107792.000315
128,1695415.329694,54764.000000,143771.519530
256,2013514.784526,66065.000000,186888.225734
512,2937859.037010,80903.000000,364116.544632
1024,2650425.781762,84559.000000,74221.078071
2048,2054580.347475,72080.000000,439360.608246
4096,820601.435941,30872.000000,117659.303427
8192,1207049.939528,35362.000000,409246.064029
16384,1324509.696285,30703.000000,384167.781274
32768,2280090.029692,70440.000000,846630.570834
65536,2176481.245311,56058.000000,0.000000
