frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1680403.805231,56233.000000,23863.597968
4,1503118.666401,57933.000000,31868.729109
8,1868392.543475,72444.000000,23008.005672
16,1638368.620905,56088.000000,37379.103641
32,1486313.317339,52434.000000,38767.241158
64,1814927.398245,57682.000000,51991.525434
128,2181448.974067,79224.000000,80815.208247
256,1489478.725257,64439.000000,128219.907004
512,1618874.921343,59267.000000,40597.236716
1024,2067460.686112,70083.000000,322558.060380
2048,1670823.688168,57756.000000,330947.379133
4096,1742207.039272,61175.000000,77610.268148
8192,978923.958044,43286.000000,285249.982140
16384,2012206.218115,59126.000000,952609.083229
32768,2294543.194905,76565.000000,1011781.500518
65536,4812156.540404,155241.000000,3995822.776345
