frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1616143.850274,59995.000000,18034.465531
4,1241930.756101,45029.000000,36002.142533
8,836528.700486,39798.000000,5113.992374
16,1073815.230758,48531.000000,10522.803476
32,849340.865525,37376.000000,9416.047207
64,1955680.124338,63805.000000,22480.838085
128,2131595.943890,80798.000000,127820.903107
256,1926120.257579,72952.000000,126708.857319
512,1976002.963235,70154.000000,127437.541290
1024,2249044.457218,75980.000000,443942.999859
2048,1781349.588458,68763.000000,280761.823235
4096,2554150.716557,84221.000000,83277.110727
8192,3195962.376907,97315.000000,1036071.489110
16384,4362202.612259,132362.000000,3017833.930008
32768,5893712.760044,176456.000000,2844821.794028
65536,1186918.140865,57077.000000,1185358.936848
