frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,869987.375812,27835.000000,17139.377002
4,875101.493837,24846.000000,19037.455292
8,1233403.654204,37806.000000,32308.176148
16,1624031.499488,44295.000000,10424.864747
32,1375085.742284,45160.000000,29396.562979
64,1747958.051029,58151.000000,124619.990816
128,1879675.961340,62219.000000,8558.430580
256,1974747.004875,64212.000000,109133.980849
512,2688200.685521,81063.000000,230579.447961
1024,949971.316582,32448.000000,178739.101150
2048,2074825.079909,60897.000000,442510.802992
4096,961721.267370,36067.000000,275530.064031
8192,1501809.097445,57306.000000,254651.489884
16384,1478896.033355,52172.000000,637528.080828
32768,4810024.652987,125857.000000,2460483.576323
65536,3119147.836296,81805.000000,2081087.998482
