frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,574933.888855,20947.000000,14126.139175
4,1281932.528153,43883.000000,16081.239287
8,635371.394755,24694.000000,3954.209529
16,1340343.584194,50891.000000,38857.635749
32,1599531.260356,49819.000000,89076.546543
64,687086.508383,24779.000000,11032.242519
128,1622864.582712,61475.000000,166175.096513
256,789994.610209,38073.000000,43476.245480
512,2856770.340017,84982.000000,474182.108143
1024,2173188.954049,67888.000000,300732.679992
2048,1957238.361807,69124.000000,237783.473715
4096,4177597.833625,129120.000000,1875096.503505
8192,3241273.238135,88249.000000,1010685.261567
16384,4170306.205628,114507.000000,1828880.356040
32768,2931490.774297,77107.000000,548051.595099
65536,4425656.433647,119542.000000,3398956.134421
