frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1264273.050142,41856.000000,24945.693035
4,751616.340853,23816.000000,18250.737547
8,523771.447583,21121.000000,4860.275918
16,1052000.905775,36865.000000,31647.807981
32,1363523.293668,58342.000000,12543.353180
64,2107353.261564,69877.000000,54634.082229
128,1105287.860921,42478.000000,98731.676199
256,1940767.208253,65290.000000,160448.479865
512,1272274.520113,54143.000000,211160.962017
1024,1109206.282820,39754.000000,123134.033565
2048,3064713.018452,123456.000000,934073.863981
4096,1978127.667880,59401.000000,457487.963768
8192,1474795.456190,49726.000000,588872.242659
16384,1543890.282684,58228.000000,1000489.783948
32768,1936582.359888,54790.000000,757465.203796
65536,4103383.305922,117355.000000,2605894.543066
