frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1026551.362490,40162.000000,9741.187505
4,1137511.204999,44681.000000,37153.188504
8,1119647.174604,40821.000000,7807.167028
16,1024419.311576,39431.000000,22502.793404
32,1634901.719190,51360.000000,54877.803072
64,1508193.551287,55157.000000,8201.475660
128,1458429.519556,57859.000000,85730.661411
256,2627729.272987,97453.000000,240244.194200
512,1286322.100616,47677.000000,25608.762700
1024,2643563.933639,95834.000000,19834.399840
2048,2282318.043231,75280.000000,297717.101476
4096,2805637.091371,109409.000000,285135.499165
8192,1373914.065835,53781.000000,724596.269044
16384,1026707.398282,52825.000000,232035.150768
32768,2700981.517674,90013.000000,2189234.099755
65536,2370256.121006,87764.000000,1122479.388294
