frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1113366.623248,41420.000000,28647.719752
4,1114368.827545,38998.000000,21550.074199
8,1686690.640959,50721.000000,52535.369057
16,415263.098692,13173.000000,7518.084197
32,1347186.590270,48460.000000,46624.621596
64,1673383.875263,55077.000000,51291.613398
128,1841702.126860,62134.000000,176920.943817
256,1930104.077146,66666.000000,243454.381949
512,1955189.724896,59893.000000,68293.602512
1024,1482199.523038,60132.000000,184724.400218
2048,1867285.967237,63220.000000,411682.825505
4096,2826573.024827,92305.000000,145456.232448
8192,1479157.384009,58832.000000,571429.698351
16384,3411646.084873,105073.000000,2503600.429169
32768,1554771.881574,54198.000000,1050437.229674
65536,5432557.774085,143988.000000,4628736.442075
