frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,625482.829449,22701.000000,6594.988324
4,400993.499506,17993.000000,410.073164
8,756406.579176,29373.000000,3271.734708
16,1327661.364191,45944.000000,28658.618983
32,1884822.098672,65452.000000,58019.405486
64,1766298.340088,65678.000000,43479.775827
128,1513105.727559,54707.000000,57378.354037
256,2542204.140180,87942.000000,283508.624313
512,2538895.315891,96346.000000,204308.257897
1024,2614896.933044,92207.000000,244615.578081
2048,2120101.224715,74191.000000,205000.847779
4096,2868357.260265,90332.000000,378387.144490
8192,4600173.306497,161191.000000,2060250.925291
16384,2019412.417781,71912.000000,787145.420290
32768,3330910.915707,102901.000000,2499960.511344
65536,2697739.987871,89866.000000,1249098.479421
