frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,633023.711520,27794.000000,28708.764899
4,578011.327770,22058.000000,1195.495295
8,1027991.093267,38078.000000,45558.464406
16,1527659.532527,53936.000000,28553.891766
32,1198798.332994,43097.000000,17395.923316
64,1904077.439011,55049.000000,40828.441986
128,1555021.085844,53844.000000,55439.057757
256,2032852.947528,63085.000000,173041.255121
512,1938159.859508,65032.000000,258227.503229
1024,2209664.127662,68983.000000,173427.484759
2048,1833868.208624,60328.000000,473563.930816
4096,2386104.936990,85834.000000,1141092.186244
8192,1820571.268554,55112.000000,824649.532780
16384,3057756.520446,120542.000000,1219220.156210
32768,1549462.029951,58204.000000,1286034.511033
65536,7100044.447697,175325.000000,6400133.727475
