frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1131410.282268,33414.000000,7650.000000
4,1315837.029087,43486.000000,5337.307748
8,259573.918299,9053.000000,12290.933081
16,655481.096258,22777.000000,6284.434660
32,1125930.762977,42082.000000,39153.473639
64,1725873.659976,56074.000000,98176.889052
128,2047422.676384,73203.000000,23148.061215
256,1843830.605840,60511.000000,244907.594137
512,1840121.717404,62327.000000,207016.502842
1024,2281871.879842,79583.000000,538055.168882
2048,2783450.988653,90220.000000,527761.171964
4096,2519063.910746,79863.000000,1010166.143413
8192,2027114.772255,64216.000000,688857.404505
16384,3717026.606431,119862.000000,2345525.878533
32768,2771242.833243,85428.000000,1048179.085749
65536,4854307.137204,127038.000000,3156524.821644
