frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,367201.159052,14723.000000,15196.219596
4,478471.651671,20566.000000,6384.691222
8,804470.071915,41795.000000,83.078276
16,1027810.082676,41398.000000,36100.541755
32,727453.817382,35312.000000,5120.021094
64,2388269.636810,80081.000000,168885.734060
128,2310601.906702,80831.000000,3096.831445
256,1636727.557650,57223.000000,127886.410502
512,1767476.006307,60970.000000,167078.646254
1024,1875450.528956,67055.000000,221995.705891
2048,2487987.231384,88444.000000,484972.262905
4096,1849213.958543,75534.000000,410056.226053
8192,1809757.379833,68696.000000,752100.562906
16384,1435687.958041,65089.000000,555439.348721
32768,1211079.281970,62598.000000,803509.509964
65536,4429400.553294,136620.000000,4284492.625925
