frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1397699.878849,53319.000000,20994.966659
4,622540.917795,21796.000000,2960.066384
8,1044991.593188,38513.000000,21790.604627
16,932220.068878,34193.000000,16323.695109
32,1439138.299681,51865.000000,59450.337695
64,1891326.316906,65591.000000,60140.561205
128,2447994.353910,85621.000000,184129.547713
256,1352572.493328,39097.000000,82893.824517
512,2339107.608097,82578.000000,47033.846845
1024,2420188.723683,82811.000000,548373.338484
2048,2386120.970166,89419.000000,567165.861265
4096,1575114.048077,62825.000000,267978.182198
8192,1576261.538188,53059.000000,100328.645421
16384,1869412.686357,57108.000000,574789.883507
32768,5162796.552138,154962.000000,2034245.288562
65536,5675053.191589,191798.000000,3212972.633062
