frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,648297.620940,24793.000000,5367.271281
4,1074151.373580,33870.000000,1422.461950
8,1015948.825227,34831.000000,26512.616770
16,666307.603468,23256.000000,9983.251374
32,1028373.087412,38506.000000,12291.983567
64,1617821.043338,57954.000000,87845.842662
128,2312624.473026,83516.000000,98964.103896
256,1816819.889599,66844.000000,31629.756781
512,1748039.898759,65351.000000,103469.956485
1024,1714909.346188,59250.000000,131205.409336
2048,991501.448783,43655.000000,128360.912703
4096,2776239.545575,85845.000000,342755.860663
8192,1529903.967231,42661.000000,312349.495975
16384,2186547.925453,69980.000000,650263.260179
32768,4532606.594215,125233.000000,2577478.334132
65536,6297681.193288,148809.000000,2463905.501862
