frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1088924.153013,40346.000000,37826.733549
4,932867.443776,34827.000000,16212.178447
8,855246.118243,41222.000000,31706.050984
16,1618550.247638,53696.000000,20667.871516
32,1891242.657427,67214.000000,80193.491887
64,1158872.929501,44329.000000,98498.381032
128,1754420.980770,68333.000000,51286.647629
256,2736781.471792,87176.000000,356265.000749
512,2348913.767325,87429.000000,231987.552306
1024,2515665.453323,88190.000000,369317.662964
2048,2913675.244849,95984.000000,766524.503078
4096,2781193.144921,98338.000000,625719.030371
8192,3030083.014726,106043.000000,648569.385876
16384,693223.796624,32742.000000,354728.014393
32768,1858864.679164,75307.000000,1327656.731016
65536,2651542.665172,85046.000000,1836372.983373
