frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,962406.549075,33591.000000,27922.785534
4,306758.292214,12274.000000,7877.644381
8,769462.925631,30215.000000,5418.282292
16,1428508.096262,46816.000000,53114.131547
32,933874.624150,34367.000000,2519.906149
64,1587470.622134,56840.000000,75699.724828
128,1873936.582539,63442.000000,44330.613328
256,2459036.369093,79218.000000,265924.416374
512,1778843.330414,51548.000000,154315.874812
1024,2307718.933021,89448.000000,88789.758706
2048,3728097.294092,109266.000000,246378.699905
4096,3037255.186338,88994.000000,456276.807191
8192,2024222.479556,74660.000000,850661.917086
16384,3374863.075088,107577.000000,1254440.885726
32768,2127749.918831,73239.000000,555155.187993
65536,2460063.883367,77534.000000,1762313.260233
