frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,616154.573796,23471.000000,25932.038370
4,455368.759197,12433.000000,18372.647060
8,1135868.715484,38680.000000,9940.506577
16,1502678.970484,49455.000000,2478.136800
32,2272478.317222,69880.000000,106060.352786
64,1370487.020997,44122.000000,50444.141255
128,1863906.963625,56300.000000,52882.078618
256,2538469.273445,72855.000000,308381.159514
512,1367934.982652,45917.000000,151512.521991
1024,1876537.482219,64824.000000,318713.597964
2048,2045009.206640,55520.000000,373774.982036
4096,2194752.021912,54295.000000,323911.489333
8192,3010388.703821,93535.000000,1067607.401102
16384,793104.228329,39077.000000,497168.823099
32768,2013230.759194,58907.000000,1281499.237249
65536,4795242.414912,119839.000000,2569350.338963
