frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,786130.370046,25017.000000,11983.080197
4,425788.714389,16402.000000,3833.323101
8,1258703.294836,46209.000000,26657.429809
16,723784.016083,22298.000000,11883.143860
32,900108.884167,27144.000000,18280.296989
64,1187353.466262,47134.000000,36562.047276
128,1630258.355954,56655.000000,123236.128672
256,1325971.359627,44064.000000,145527.444645
512,2204805.214689,76862.000000,161072.837397
1024,3459056.351492,99300.000000,703392.268106
2048,2171025.592158,76892.000000,310423.824050
4096,2888074.438719,90571.000000,298761.325852
8192,2582228.291010,84217.000000,895227.475461
16384,1728543.850091,54923.000000,950614.907628
32768,1297180.344015,48907.000000,652275.043919
65536,93073.727141,8304.000000,0.000000
