frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,260030.268880,12863.000000,1198.760193
4,1042675.228041,41426.000000,4345.230259
8,872899.337467,29809.000000,27887.561995
16,1382870.482687,48859.000000,70587.390064
32,1333186.036071,46135.000000,55556.483798
64,2256109.050900,75606.000000,17012.380462
128,1592044.697068,60226.000000,121893.467602
256,2176274.346317,81992.000000,220843.502759
512,2063428.616086,73261.000000,87230.997472
1024,2033578.785344,72943.000000,310920.622468
2048,1034599.742493,34990.000000,177134.567677
4096,1605042.619429,70197.000000,148066.745770
8192,3891705.522716,145447.000000,1994899.582847
16384,4442719.050139,126518.000000,1280095.931403
32768,2233271.992273,67007.000000,1240061.185970
65536,3902039.995612,128521.000000,1750856.717158
