frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,769565.801998,24674.000000,22565.924931
4,620580.664961,19801.000000,15087.800304
8,1538052.705952,48809.000000,23714.938077
16,571925.496744,23329.000000,17067.522052
32,757855.692283,23437.000000,37502.848812
64,1647071.483845,65062.000000,86411.934147
128,2510598.511597,78213.000000,15793.308266
256,1196262.582282,36587.000000,25960.188848
512,2329952.602051,75148.000000,211434.551036
1024,1689077.652913,64362.000000,376733.931908
2048,1651719.088663,58159.000000,116745.980839
4096,3216495.433358,94467.000000,791040.441107
8192,5005847.794673,163372.000000,1141891.932658
16384,4744291.971122,126719.000000,1773090.389068
32768,536975.742048,20942.000000,0.000000
65536,1993842.248184,74656.000000,1733658.436446
