frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,119551.074817,96731.000000,59.514704
4,117540.978365,78149.000000,69.541355
8,417575.769940,273390.000000,134.992592
16,238962.525767,180461.000000,56.780278
32,511965.320238,254383.000000,190.562326
64,299718.860896,157939.000000,206.414631
128,272936.552052,182771.000000,899.224110
256,194163.833352,121922.000000,1710.396153
512,349573.164780,186157.000000,11106.077705
1024,290642.447870,95029.000000,110031.001341
2048,401627.140611,251392.000000,4770.271586
4096,178362.711908,62909.000000,86032.523176
8192,565990.285356,193405.000000,200040.470433
16384,450403.005317,113449.000000,360866.768956
32768,441282.543455,164250.000000,79937.109943
65536,1315079.083260,121897.000000,1008809.954463
