frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,120418.003878,76855.000000,0.000000
4,343209.102452,206834.000000,0.000000
8,528766.037776,280713.000000,0.000000
16,217339.366032,89942.000000,0.000000
32,228183.158712,189319.000000,0.000000
64,264711.693499,243204.000000,0.000000
128,296887.801764,204030.000000,0.000000
256,502638.985985,288961.000000,0.000000
512,252787.619922,140972.000000,0.000000
1024,466971.514971,199573.000000,0.000000
2048,756778.875933,208343.000000,0.000000
4096,243112.476751,80247.000000,0.000000
8192,634847.529378,188321.000000,0.000000
16384,561399.230534,268396.000000,0.000000
32768,1003281.575301,262930.000000,0.000000
65536,1659389.409863,284031.000000,0.000000
