frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,444404.044151,299694.000000,0.000000
4,59608.357166,26800.000000,0.000000
8,349293.200319,309363.000000,0.000000
16,85955.564468,63648.000000,0.000000
32,340523.500245,265461.000000,0.000000
64,209410.573604,155576.000000,0.000000
128,317812.565507,248857.000000,0.000000
256,112487.213878,59533.000000,0.000000
512,603169.312976,311430.000000,0.000000
1024,240832.378571,110475.000000,0.000000
2048,466784.381351,373214.000000,0.000000
4096,286233.543085,157826.000000,0.000000
8192,521155.599864,251209.000000,0.000000
16384,323516.444791,169489.000000,0.000000
32768,807609.714316,291276.000000,0.000000
65536,879575.070630,293148.000000,0.000000
