frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,247045.522119,185330.000000,0.000000
4,162345.157332,84747.000000,0.000000
8,94997.508141,65935.000000,0.000000
16,352734.338263,189817.000000,0.000000
32,165985.436864,90303.000000,0.000000
64,218600.916704,124343.000000,0.000000
128,413425.561136,202634.000000,0.000000
256,471994.645746,312742.000000,0.000000
512,307316.871320,144748.000000,0.000000
1024,344021.676180,197499.000000,0.000000
2048,848190.838569,277459.000000,0.000000
4096,1187733.469615,282917.000000,0.000000
8192,277761.741329,115544.000000,0.000000
16384,202314.002190,116430.000000,0.000000
32768,895553.017757,259273.000000,0.000000
65536,895869.994428,266027.000000,0.000000
