frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,112542.727477,57344.000000,19.313208
4,166071.843225,148836.000000,160.340263
8,403221.942095,278450.000000,75.159830
16,149184.094125,100076.000000,55.380502
32,311480.618681,253610.000000,929.154992
64,304204.940389,239537.000000,203.056642
128,130405.456891,66196.000000,491.213803
256,47879.362141,21878.000000,532.593654
512,307354.185792,235121.000000,11420.947772
1024,210460.556571,187113.000000,5962.116570
2048,148673.718000,55171.000000,27643.391597
4096,188003.677105,106999.000000,22863.110331
8192,314187.024032,192402.000000,43717.098520
16384,140823.380534,95804.000000,111956.920349
32768,123415.120913,55959.000000,0.000000
65536,112468.219805,72203.000000,0.000000
