frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,331078.000000,208562.000000,20.000000
4,158976.165169,103763.000000,69.842680
8,232034.057033,97377.000000,41076.377238
16,251778.127769,120109.000000,49.040799
32,232107.510732,123634.000000,859.233961
64,582231.129352,285454.000000,897.801760
128,386341.728229,253232.000000,470.942672
256,534314.712007,276585.000000,15784.076723
512,590041.448163,310535.000000,5797.852533
1024,435569.207869,278409.000000,42135.616098
2048,434001.659807,180407.000000,116358.905903
4096,629994.132263,149317.000000,404368.320660
8192,267617.391707,121991.000000,137568.976641
16384,609371.604973,110756.000000,434912.063612
32768,709719.376598,217661.000000,319908.896741
65536,586108.608127,279808.000000,583500.780029
