frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,143429.464069,69515.000000,0.000000
4,350872.376663,220004.000000,0.000000
8,445358.748944,289777.000000,0.000000
16,75524.695709,50230.000000,0.000000
32,204550.881357,181204.000000,0.000000
64,141043.525913,123469.000000,0.000000
128,365562.211173,285684.000000,0.000000
256,398784.944308,285470.000000,0.000000
512,151652.691417,103102.000000,0.000000
1024,281345.470360,183580.000000,0.000000
2048,205994.018814,114678.000000,0.000000
4096,353723.168457,160164.000000,0.000000
8192,133224.823558,61717.000000,0.000000
16384,138205.736104,73658.000000,0.000000
32768,55469.948396,32345.000000,0.000000
65536,147609.173597,116138.000000,0.000000
