frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,278072.681289,239306.000000,237.008439
4,255886.690537,210421.000000,18.788294
8,145823.020717,106417.000000,126.653069
16,379881.424821,195916.000000,40.951190
32,46872.009419,20017.000000,346.697274
64,176505.808856,117168.000000,3306.446280
128,247977.092406,145546.000000,2110.507522
256,106561.112874,74435.000000,3769.960875
512,485236.740577,253190.000000,1030.074269
1024,237844.400195,114803.000000,8318.216215
2048,412295.228266,274575.000000,16382.142656
4096,606886.788319,288465.000000,364942.589010
8192,276653.088687,95577.000000,28642.904881
16384,216293.728675,139174.000000,16804.476725
32768,261260.461938,194558.000000,95805.102228
65536,856654.112606,280751.000000,722939.523951
