frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,52052.762280,22893.000000,69.419018
4,415438.760297,254404.000000,202.304226
8,250716.543453,197496.000000,181.774586
16,436941.277841,195836.000000,594.599865
32,239802.214617,113690.000000,1439.990625
64,658148.456223,262007.000000,1019.550882
128,542026.465829,238369.000000,414.640808
256,541214.728850,287055.000000,5562.365414
512,565285.184527,263919.000000,5617.572785
1024,304951.574964,150371.000000,21873.047844
2048,503928.960104,221317.000000,11779.516374
4096,326430.113890,90179.000000,26987.533029
8192,546149.978442,187015.000000,334074.732136
16384,523255.546206,276578.000000,243057.202681
32768,1032827.714680,181929.000000,834675.539126
65536,2589717.242248,217353.000000,1298086.893355
