frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,264209.037703,148831.000000,31.511903
4,211643.923114,150113.000000,333.249156
8,206759.729046,168673.000000,38.013156
16,127509.253009,65091.000000,2730.149263
32,201799.864021,108686.000000,399.793697
64,484360.892832,252879.000000,471.865447
128,393476.627691,213967.000000,303.652762
256,467399.494301,199938.000000,8828.136270
512,417277.866577,280833.000000,17940.954183
1024,512837.625044,252447.000000,32947.688310
2048,486540.473369,209477.000000,24916.946823
4096,838810.459711,255988.000000,88444.702939
8192,594393.609259,248572.000000,68651.257097
16384,574889.147998,187908.000000,361531.636036
32768,1117946.289184,101291.000000,915552.863224
65536,1415058.207810,203999.000000,1370154.102442
