frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,106421.193387,63110.000000,0.000000
4,170773.386308,130970.000000,0.000000
8,102511.672491,60974.000000,0.000000
16,426398.179511,251574.000000,0.000000
32,254157.526560,167432.000000,0.000000
64,98586.090373,41074.000000,0.000000
128,442721.394561,232538.000000,0.000000
256,352268.838850,232875.000000,0.000000
512,396167.329873,260176.000000,0.000000
1024,159544.579642,49492.000000,0.000000
2048,479980.661510,281996.000000,0.000000
4096,508270.680335,183287.000000,0.000000
8192,640918.633114,161166.000000,0.000000
16384,552989.047052,164169.000000,0.000000
32768,785842.831963,226824.000000,0.000000
65536,861307.470895,246770.000000,0.000000
