frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,252620.841266,178939.000000,140.128512
4,138348.725209,106070.000000,26.758176
8,468888.104033,232662.000000,256.520954
16,327376.749330,240145.000000,33.060551
32,305975.586371,249783.000000,145.268717
64,204446.709734,126448.000000,4860.337951
128,209932.160271,192469.000000,2294.297714
256,107985.976298,82166.000000,3021.584022
512,75681.139236,29818.000000,6604.853291
1024,315664.163324,181298.000000,1780.444046
2048,134668.104431,54509.000000,8937.034799
4096,458145.487316,296427.000000,160089.132963
8192,578210.147767,233463.000000,256040.531454
16384,358013.222746,172946.000000,179309.816923
32768,632598.010869,270950.000000,504053.810411
65536,704928.986399,277510.000000,508553.851412
