frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,278913.442821,263567.000000,65.658206
4,79901.951660,42578.000000,387.806653
8,254940.092400,155764.000000,44.777226
16,402148.296647,246687.000000,197.853481
32,140260.515349,61218.000000,49.588305
64,234898.771881,202419.000000,128.658463
128,213003.903793,136033.000000,993.912471
256,51407.278930,31481.000000,290.618306
512,440289.256387,295650.000000,2583.024390
1024,191049.658385,120342.000000,8498.889104
2048,202458.415841,116248.000000,9793.871400
4096,112093.992841,80476.000000,64019.856990
8192,334922.753675,215469.000000,97391.425506
16384,374693.865391,136634.000000,348137.742049
32768,586040.530589,148278.000000,517927.391067
65536,183262.547033,135546.000000,16226.301612
