frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,199143.701675,125986.000000,20.976177
4,114723.648155,89365.000000,27.513633
8,253721.503460,196235.000000,109.210805
16,212621.945692,157933.000000,172.481883
32,451297.381120,250871.000000,423.316666
64,376921.844322,197996.000000,2860.380569
128,104398.582280,64026.000000,197.555056
256,228542.791241,195703.000000,5175.445198
512,433203.350675,280571.000000,115754.640875
1024,433881.268401,232142.000000,6608.360387
2048,280681.657279,184456.000000,68168.170740
4096,173961.524723,108910.000000,38230.452809
8192,433522.442637,314895.000000,43302.029444
16384,477811.755084,205091.000000,296453.726362
32768,264906.954365,155050.000000,17703.035361
65536,127472.881214,89753.000000,0.000000
